room,slot,rdt_off,sce,dest,partner,rect_x,rect_z,rect_w,rect_d,welt_x,welt_z,ausgang_ncdir,ausgang_next,ankunft_ncdir,ankunft_spawn,achse_a_rect,achse_b_sca,achse_c_yaw,achse,sca_wand_richtung,sca_wand_abstand,yaw_abw,auswaerts_karte,auswaerts_quelle,seite,rect,karte_heute_x,karte_heute_y,kind_heute,kind_soll,karte_neu_x,karte_neu_y,karte_snap_x,karte_snap_y,snap_px,lage
4070,2,0x1238,2,5100,5100#2,-13450,-19950,1000,2000,-12950,-18950,2048,"-23668,-16619",0,"-12100,-18950",Z,Z,Z,Z,-X,850,0,"-1,0",yaw,8,7,145,164,2,2,142,161,142,161,0,Wandlinie
4080,0,0x0a86,2,4030,,-4850,1950,1200,1200,-4250,2550,2400,"-20755,-25229",,,,,,,,,,,,,,,,,,,,,,,
4080,2,0x0afc,2,40B0,40B0#0,1600,-27000,700,3600,1950,-25200,2048,"-18750,-14650",0,"2600,-25300",Z,Z,Z,Z,-X,600,0,"-1,0",yaw,,,,,,2,,,,,,
4080,3,0x0b1e,2,40A0,40A0#0,15900,-19350,1500,1500,16650,-18600,247,"-24700,-14400",2560,"16150,-18200",,,,,,,512,,,,,,,,,,,,,,
4080,4,0x0b3e,2,4090,4090#0,20950,-7200,700,3600,21300,-5400,2056,"-21022,-24100",0,"22000,-5450",Z,Z,Z,Z,-X,650,0,"-1,0",yaw,,,,,,2,,,,,,
4090,0,0x0a96,2,4080,4080#4,-20900,-27200,2400,4700,-19700,-24850,0,"22000,-5450",2056,"-21022,-24100",Z,Z,Z,Z,+X,750,8,"1,0",yaw,8,5,99,117,0,2,94,116,94,116,,Innenflaeche
40A0,0,0x0db6,2,4080,4080#3,-26500,-14800,1800,1800,-25600,-13900,2560,"16150,-18200",247,"-24700,-14400",,X,,X,+Z,800,247,"0,-1",sca,8,11,171,162,0,0,171,162,171,159,3,Wandlinie
40A0,10,0x0ef4,2,40A0,,0,0,0,0,0,0,3072,"-12300,-14800",,,,,,,,,,,,,,,,,,,,,,,
40B0,0,0x0602,2,4080,4080#2,-18300,-16300,950,3450,-17825,-14575,0,"2600,-25300",2048,"-18750,-14650",Z,Z,Z,Z,+X,750,0,"1,0",yaw,8,10,223,160,0,2,218,155,218,155,,Innenflaeche
5000,0,0x07fe,2,5030,5030#1,-1050,-3100,1000,2000,-550,-2100,798,"-13846,-5474",2048,"-1500,-2150",Z,Z,Z,Z,+X,900,0,"1,0",yaw,,,,,,2,,,,,,
5000,0,0x0822,2,5110,5110#1,-1050,-3100,1000,2000,-550,-2100,798,"-13846,-5474",2048,"-1500,-2150",Z,Z,Z,Z,+X,900,0,"1,0",yaw,,,,,,2,,,,,,
5000,1,0x0844,2,5010,5010#0,-10600,6600,2000,1000,-9600,7100,456,"-23636,-18240",1024,"-9550,6100",X,X,X,X,+Z,1000,0,"0,-1",yaw,,,,,,0,,,,,,
5000,2,0x0864,2,5020,5020#0,-20550,-3900,1000,4000,-20050,-1900,3072,"-12300,-25800",0,"-19200,-1900",Z,Z,Z,Z,-X,850,0,"-1,0",yaw,,,,,,2,,,,,,
5000,3,0x08a4,2,4020,4020#1,-12550,-16100,4000,1000,-10550,-15600,2048,"-21400,-23400",3072,"-10550,-14750",X,X,X,X,-Z,850,0,"0,1",yaw,,,,,,0,,,,,,
5010,0,0x039a,2,5000,5000#1,-24400,-18400,900,1400,-23950,-17700,1024,"-9550,6100",456,"-23636,-18240",Z,Z,,Z,-X,600,456,"-1,0",sca,9,14,146,180,0,2,144,178,143,178,1,Wandlinie
5020,0,0x11de,2,5000,5000#2,-14200,-26750,3700,700,-12350,-26400,0,"-19200,-1900",3072,"-12300,-25800",X,Z,X,X,+X,50,0,"0,1",yaw,9,12,177,182,0,0,177,179,177,180,1,Wandlinie
5030,0,0x0e66,2,5040,5040#0,-27300,-17200,2400,3600,-26100,-15400,2048,"1754,-14789",3854,"-24946,-14880",Z,Z,,Z,-X,500,242,"-1,0",sca,,,,,,2,,,,,,
5030,1,0x0e86,2,5000,5000#0,-17200,-5200,3600,2400,-15400,-4000,2048,"-1500,-2150",798,"-13846,-5474",X,X,,X,+Z,850,226,"0,-1",sca,,,,,,0,,,,,,
5030,2,0x0ea6,2,5070,5070#0,-5700,-17200,2400,3600,-4500,-15400,2048,"1700,-5700",1699,"-5588,-15479",Z,Z,,Z,+X,500,349,"1,0",sca,,,,,,2,,,,,,
5030,3,0x0ec6,2,50A0,50A0#3,-17100,-27500,3600,2400,-15300,-26300,1024,"-12117,4472",3350,"-15020,-25030",X,X,,X,-Z,500,278,"0,1",sca,,,,,,0,,,,,,
5040,0,0x168e,2,5030,5030#0,1600,-16000,1600,2200,2400,-14900,3854,"-24946,-14880",2048,"1754,-14789",Z,Z,Z,Z,+X,1000,0,"1,0",yaw,9,0,164,91,2,2,163,89,163,89,0,Wandlinie
5040,1,0x16ae,2,5060,5060#0,-22200,-25900,1600,4100,-21400,-23850,3680,"-25500,-11100",2539,"-22300,-22300",Z,Z,,Z,+X,600,491,"1,0",sca,9,0,140,101,0,2,140,97,140,97,,ausserhalb
5040,2,0x16ce,2,5050,5050#0,-24900,-1500,1600,2300,-24100,-350,0,"-25600,-18400",1231,"-24594,-969",Z,Z,,Z,+X,1050,207,"1,0",sca,9,0,137,75,0,2,138,75,140,75,2,Wandlinie
5050,0,0x070a,2,5040,5040#2,-26900,-19300,950,2100,-26425,-18250,1231,"-24594,-969",0,"-25600,-18400",Z,Z,Z,Z,-X,850,0,"-1,0",yaw,,,,,,2,,,,,,
5050,0,0x072e,2,5120,5120#2,-26900,-19300,950,2100,-26425,-18250,1231,"-24594,-969",0,"-25600,-18400",Z,Z,Z,Z,-X,850,0,"-1,0",yaw,,,,,,2,,,,,,
5060,0,0x2aae,2,5040,5040#1,-27100,-13400,1600,3600,-26300,-11600,2539,"-22300,-22300",3680,"-25500,-11100",Z,Z,,Z,-X,550,416,"-1,0",sca,,,,,,2,,,,,,
5060,0,0x2ad2,2,5120,5120#3,-27100,-13400,1600,3600,-26300,-11600,2539,"-22300,-22300",3680,"-25500,-11100",Z,Z,,Z,-X,550,416,"-1,0",sca,,,,,,2,,,,,,
5070,0,0x09be,2,5030,5030#2,2100,-6500,900,1700,2550,-5650,1699,"-5588,-15479",2048,"1700,-5700",Z,Z,Z,Z,+X,750,0,"1,0",yaw,9,7,226,125,2,2,223,123,221,123,-2,Wandlinie
5070,1,0x09de,0,6020,,-29350,12300,900,2000,-28900,13300,3072,"-4500,2300",,,Z,Z,,Z,+X,50,,"1,0",sca,9,7,178,92,2,2,178,92,178,92,,ausserhalb
5070,2,0x09fe,0,6020,,-29350,-25650,900,2000,-28900,-24650,3072,"-4050,-16800",,,Z,Z,,Z,+X,50,,"1,0",sca,9,7,178,159,2,2,178,154,178,154,,ausserhalb
5080,0,0x06fa,2,6010,6010#2,-9550,-19050,900,2000,-9100,-18050,0,"-26350,-25900",2048,"-9950,-18200",Z,Z,Z,Z,+X,750,0,"1,0",yaw,9,1,185,95,2,2,180,94,180,94,0,Wandlinie
5090,0,0x104e,2,5090,5090#3,-1000,3150,900,3950,-550,5125,2048,"24700,-9250",0,"300,5000",Z,Z,Z,Z,-X,800,0,"-1,0",yaw,9,10,137,145,2,2,137,151,137,151,,ausserhalb
5090,1,0x106e,2,6030,6030#3,27700,4050,900,1900,28150,5000,0,"-26450,-23350",2048,"27200,4900",Z,Z,Z,Z,+X,850,0,"1,0",yaw,9,10,175,145,2,2,169,151,169,151,,ausserhalb
5090,2,0x108e,2,5090,5090#4,-1000,-11150,900,3950,-550,-9175,2048,"24800,-23550",0,"200,-9250",Z,Z,Z,Z,-X,650,0,"-1,0",yaw,9,10,137,167,2,2,137,170,137,170,,ausserhalb
5090,3,0x10ae,2,5090,5090#0,25150,-11150,900,3950,25600,-9175,0,"300,5000",2048,"24700,-9250",Z,Z,Z,Z,+X,800,0,"1,0",yaw,9,10,172,167,2,2,166,170,172,170,6,Wandlinie
5090,4,0x10ce,2,5090,5090#2,25150,-25300,900,3950,25600,-23325,0,"200,-9250",2048,"24800,-23550",Z,Z,Z,Z,+X,700,0,"1,0",yaw,9,10,172,189,2,2,166,188,172,188,6,Wandlinie
5090,5,0x10ee,2,6040,,0,0,0,0,0,0,0,"-26214,-3861",,,,Z,,Z,+X,50,,"1,0",sca,9,10,138,152,2,2,137,158,137,158,,ausserhalb
50A0,2,0x154a,2,4070,4070#1,-23580,-17440,1400,2230,-22880,-16325,0,"-12100,-18950",1501,"-23878,-16268",Z,Z,,Z,+X,500,477,"1,0",sca,9,11,183,160,2,2,182,156,177,156,-5,Wandlinie
50A0,3,0x156a,2,5030,5030#3,-14170,4660,3400,1500,-12470,5410,3350,"-15020,-25030",1024,"-12117,4472",X,X,X,X,+Z,500,0,"0,-1",yaw,9,11,195,135,0,0,191,136,191,134,2,Wandlinie
50B0,0,0x048e,2,5140,5140#0,-16150,-27450,4275,900,-14013,-27000,1080,"15368,-9944",3072,"-14100,-26150",X,X,X,X,-Z,750,0,"0,1",yaw,,,,,,0,,,,,,
50B0,1,0x04ae,2,6000,6000#0,-20800,-6200,1600,900,-20000,-5750,1024,"5200,1600",1024,"-17400,-6850",X,X,X,X,+Z,1350,0,"0,-1",yaw,,,,,,0,,,,,,
50C0,0,0x090a,2,50D0,50D0#0,-26200,-26900,2900,1500,-24750,-26150,4712,"-23437,-4400",3039,"-24583,-26199",X,X,X,X,-Z,500,33,"0,1",yaw,10,0,126,116,0,0,125,111,125,114,3,Wandlinie
50C0,1,0x094a,2,4020,4020#2,-8500,-11200,1600,3400,-7700,-9500,2048,"-21400,-23400",152,"-6975,-10005",Z,Z,,Z,-X,1150,152,"-1,0",sca,10,0,158,85,0,2,152,84,152,84,0,Wandlinie
50D0,0,0x11da,2,50C0,50C0#0,-25760,-2859,3200,1800,-24160,-1959,3039,"-24583,-26199",4712,"-23437,-4400",X,X,,X,+Z,2150,408,"0,-1",sca,,,,,,0,,,,,,
50D0,1,0x11fa,2,50F0,50F0#0,-2350,-15900,658,2116,-2021,-14842,0,"-24550,-23650",2048,"-2800,-14950",Z,Z,Z,Z,+X,600,0,"1,0",yaw,,,,,,2,,,,,,
50D0,2,0x121a,2,50E0,50E0#0,-2350,-4650,658,2116,-2021,-3592,0,"-25450,-14700",2048,"-2800,-3700",Z,Z,Z,Z,+X,600,0,"1,0",yaw,,,,,,2,,,,,,
50D0,3,0x123a,2,5100,5100#3,-2350,-25650,658,2116,-2021,-24592,0,"-18650,-1100",2048,"-2900,-24700",Z,Z,Z,Z,+X,700,0,"1,0",yaw,,,,,,2,,,,,,
50E0,0,0x0a86,2,50D0,50D0#2,-26600,-16600,900,4000,-26150,-14600,2048,"-2800,-3700",0,"-25450,-14700",Z,Z,Z,Z,-X,550,0,"-1,0",yaw,10,1,126,142,2,2,120,133,120,133,0,Wandlinie
50F0,0,0x094e,2,50D0,50D0#1,-25800,-25600,900,4000,-25350,-23600,2048,"-2800,-14950",0,"-24550,-23650",Z,Z,Z,Z,-X,650,0,"-1,0",yaw,11,2,171,115,0,2,162,112,162,112,0,Wandlinie
5100,2,0x0802,2,4070,4070#2,-24000,-16900,1600,2200,-23200,-15800,0,"-12100,-18950",2048,"-23668,-16619",Z,Z,Z,Z,+X,500,0,"1,0",yaw,11,1,131,126,2,2,130,119,130,119,,Innenflaeche
5100,3,0x0822,2,50D0,50D0#3,-20000,-3100,1600,4100,-19200,-1050,2048,"-2900,-24700",0,"-18650,-1100",Z,Z,Z,Z,-X,850,0,"-1,0",yaw,11,1,140,99,0,2,138,98,138,98,,Innenflaeche
5110,0,0x0d5a,2,5120,5120#0,-27300,-17200,2400,3600,-26100,-15400,2048,"1754,-14789",4197,"-24699,-14576",Z,Z,Z,Z,-X,850,101,"-1,0",yaw,,,,,,2,,,,,,
5110,1,0x0d7a,2,5000,5000#0,-17200,-5200,3600,2400,-15400,-4000,2048,"-1500,-2150",798,"-13846,-5474",X,X,,X,+Z,900,226,"0,-1",sca,,,,,,0,,,,,,
5110,2,0x0d9a,2,5130,5130#0,-5700,-17200,2400,3600,-4500,-15400,2048,"1700,-5700",1699,"-5588,-15479",Z,Z,,Z,+X,850,349,"1,0",sca,,,,,,2,,,,,,
5110,3,0x0dba,2,5140,5140#1,-17100,-27500,3600,2400,-15300,-26300,1024,"-12117,4472",3350,"-15020,-25030",X,X,,X,-Z,450,278,"0,1",sca,,,,,,0,,,,,,
5120,0,0x1406,2,5110,5110#0,2500,-16000,1600,2200,3300,-14900,4197,"-24699,-14576",2048,"1754,-14789",Z,Z,Z,Z,+X,1000,0,"1,0",yaw,9,3,170,125,2,2,170,125,173,125,3,Wandlinie
5120,2,0x143a,0,5050,5050#0,-24900,-1500,1600,2300,-24100,-350,0,"-25600,-18400",1231,"-24594,-969",Z,Z,,Z,+X,1050,207,"1,0",sca,9,3,139,109,0,2,140,110,139,110,-1,Wandlinie
5120,3,0x145a,0,5060,5060#0,-22200,-25900,1600,4100,-21400,-23850,3680,"-25500,-11100",2539,"-22300,-22300",Z,Z,,Z,+X,600,491,"1,0",sca,9,3,142,135,0,2,143,135,143,135,,ausserhalb
5130,0,0x09be,2,5110,5110#2,2100,-6500,900,1700,2550,-5650,1699,"-5588,-15479",2048,"1700,-5700",Z,Z,Z,Z,+X,750,0,"1,0",yaw,9,4,135,123,2,2,132,120,134,120,2,Wandlinie
5130,1,0x09de,2,6020,6020#0,-29350,12300,900,2000,-28900,13300,3072,"-4500,2300",0,"-28150,13250",Z,Z,Z,Z,-X,600,0,"-1,0",yaw,9,4,87,100,0,2,87,100,82,100,5,Wandlinie
5130,2,0x09fe,2,6020,6020#1,-29350,-25650,900,2000,-28900,-24650,3072,"-4050,-16800",0,"-28150,-24750",Z,Z,Z,Z,-X,600,0,"-1,0",yaw,9,4,87,147,0,2,87,140,82,140,5,Wandlinie
5140,0,0x1a5e,2,50B0,50B0#0,9990,-10850,5050,1640,12515,-10030,3072,"-14100,-26150",1080,"15368,-9944",X,Z,X,X,+X,50,56,"0,-1",yaw,9,6,145,151,2,0,141,148,141,148,,Innenflaeche
5140,1,0x1a7e,2,5110,5110#3,-14170,4660,3400,1500,-12470,5410,3350,"-15020,-25030",1024,"-12117,4472",X,X,X,X,+Z,500,0,"0,-1",yaw,9,6,114,133,0,0,113,133,113,132,1,Wandlinie
6000,0,0x0d58,2,50B0,50B0#1,2000,2200,1600,1100,2800,2750,1024,"-17400,-6850",1024,"5200,1600",X,X,X,X,+Z,1750,0,"0,-1",yaw,,,,,,0,,,,,,
6000,1,0x0d78,2,6010,6010#0,-5350,-9250,900,1800,-4900,-8350,2048,"-6100,-8250",0,"-4200,-8450",Z,Z,Z,Z,-X,500,0,"-1,0",yaw,,,,,,2,,,,,,
6000,2,0x0db8,2,6010,6010#1,-5350,-21300,900,1800,-4900,-20400,2048,"-6100,-20900",0,"-4200,-20500",Z,Z,Z,Z,-X,500,0,"-1,0",yaw,,,,,,2,,,,,,
6000,3,0x0dda,2,6030,6030#2,693,-11104,2140,854,1763,-10677,1100,"-17970,-20380",3072,"1693,-10054",X,X,X,X,-Z,550,0,"0,1",yaw,,,,,,0,,,,,,
6010,0,0x0f4c,2,6000,6000#1,-5650,-9150,870,2225,-5215,-8038,0,"-4200,-8450",2048,"-6100,-8250",Z,Z,Z,Z,+X,750,0,"1,0",yaw,12,5,257,87,2,2,257,87,257,87,,Innenflaeche
6010,1,0x0f88,0,6000,6000#2,-5650,-21750,870,2225,-5215,-20638,0,"-4200,-20500",2048,"-6100,-20900",Z,Z,Z,Z,+X,750,0,"1,0",yaw,12,5,257,115,2,2,257,114,263,114,6,Wandlinie
6010,1,0x0fac,2,6000,6000#2,-5650,-21750,870,2225,-5215,-20638,0,"-4200,-20500",2048,"-6100,-20900",Z,Z,Z,Z,+X,750,0,"1,0",yaw,12,5,257,115,2,2,257,114,263,114,6,Wandlinie
6010,2,0x0fce,2,5080,5080#0,-27450,-26700,870,2225,-27015,-25588,2048,"-9950,-18200",0,"-26350,-25900",Z,Z,Z,Z,-X,500,0,"-1,0",yaw,12,5,205,125,2,2,206,125,206,125,,ausserhalb
6020,0,0x0b46,2,5130,5130#1,-5500,850,2000,1000,-4500,1350,0,"-28150,13250",3072,"-4500,2300",X,X,X,X,-Z,1000,0,"0,1",yaw,12,6,117,167,0,0,116,162,116,167,5,Wandlinie
6020,1,0x0b66,2,5130,5130#2,-5050,-18200,2000,1000,-4050,-17700,0,"-28150,-24750",3072,"-4050,-16800",X,X,X,X,-Z,900,0,"0,1",yaw,12,0,168,146,0,0,167,143,167,143,,Innenflaeche
6030,0,0x0c32,2,6030,6030#1,-5100,-24200,900,1700,-4650,-23350,2048,"-9600,-23450",0,"-3873,-23487",Z,Z,Z,Z,-X,500,0,"-1,0",yaw,12,1,91,121,0,2,86,117,91,117,-5,Wandlinie
6030,1,0x0c52,2,6030,6030#0,-9300,-24200,900,1400,-8850,-23500,0,"-3873,-23487",2048,"-9600,-23450",Z,Z,Z,Z,-X,350,0,"1,0",yaw,12,1,82,121,0,2,78,118,78,118,,Innenflaeche
6030,2,0x0c72,2,6000,6000#3,-18700,-20800,1500,1200,-17950,-20200,3072,"1693,-10054",1100,"-17970,-20380",X,X,X,X,+Z,500,76,"0,-1",yaw,12,1,62,114,0,0,60,112,60,109,3,Wandlinie
6030,3,0x0c92,2,5090,5090#1,-27650,-24250,900,2000,-27200,-23250,2048,"27200,4900",0,"-26450,-23350",Z,Z,Z,Z,-X,600,0,"-1,0",yaw,12,1,43,120,2,2,43,117,39,117,4,Wandlinie
